t,absZ,spacing
88888888888888888.10187168289289492558172812411605712146211999424849636852741241455078125,4.529750590935365208207243888230407213572390419333993096058072750250573624629605779634764647919423511e-12,0
88888888888888888.30643451591420556344571318892720801496665217200643382966518402099609375,5.052900212147132213142648165057353668041040980260508974562425703933702744115737825113777196244146e-15,0.2045628330213106378639850648111508935045321777579374611377716064453125
88888888888888888.45698873729256047776906655565228032589430995358270592987537384033203125,5.073118069692171761989276371212668670278741789157695307196788798367311318091834846122377324301210622e-13,0.1505542213783549143233533667250723109276577815762721002101898193359375
88888888888888888.66989107765184910267885768828631520843686075750156305730342864990234375,8.025051112397834186564795951997907620524959538428923434251319940991148623346152017709795391976313989e-14,0.2129023403592886249097911326340348825425508039188571274280548095703125
88888888888888888.8994402364524631219385139070145174233772422667243517935276031494140625,2.993676770463269125858953953265036812838955935931298653515479110016889755541143760729217340392500271e-12,0.22954915880061401925965621872820221494038150922278873622417449951171875
88888888888888889.04870518258120916224732379023847073096220583465765230357646942138671875,1.468517498263108372132134996820272951137205988894903559048301555487548946844012244708162280073310988e-12,0.14926494612874604030880988322395330758496356793330051004886627197265625
88888888888888889.16574372223932408949289432436267899273474313304177485406398773193359375,2.45830451657212163924211521706522894993285418176283628094308061743710229050750318639636506134869831e-12,0.117038539658114927245570534124208261772537298384122550487518310546875
88888888888888889.42902409690461459491924562335840587223856346099637448787689208984375,2.851164677245445884667237056929557063901423513799297538992963481539330566583006865978227314595193689e-12,0.26328037466529050542635129899572687950382032795459963381290435791015625
88888888888888889.4712968354626555868710382590607010921956998572568409144878387451171875,1.496359115250260853793987336433826260416452885851750694743676482304513170800238666531385612989861086e-12,0.0422727385580409919517926357022952199571363962604664266109466552734375
88888888888888889.58950934284702536536341825092188972945450586848892271518707275390625,1.751684921762805049890075080559660008975313464115374761040555019086364117641290758525456870322708576e-12,0.1182125073843697784923799918611886372588060112320818006992340087890625
88888888888888889.92640116014998675862343680887690811065482421327033080160617828369140625,2.776220797167583892746622135770663569274073919519341226841344676065118865669663189562655287092747228e-13,0.33689181730296139326001855795501838120031834478140808641910552978515625
